beer_name,brewery_name,beer_type,simple_style,beer_abv,beer_ibu,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,brewery_country,brewery_city,brewery_state,week,month
Truth,Rhinegeist Brewery,IPA - American,American IPA,7.2,75,Rhinegeist Brewery,Cincinnati,OH,United States,39.1172,-84.5201,3.0,2015-10-06 20:04:06,United States,Cincinnati,OH,0,10
Hugh,Rhinegeist Brewery,Hefeweizen,Hefeweizen,5.4,10,Rhinegeist Brewery,Cincinnati,OH,United States,39.1172,-84.5201,3.5,2015-10-06 20:05:38,United States,Cincinnati,OH,0,10
Uncle,Rhinegeist Brewery,English Mild Ale,English Mild Ale,3.8,17,Rhinegeist Brewery,Cincinnati,OH,United States,39.1172,-84.5201,3.25,2015-10-06 20:06:24,United States,Cincinnati,OH,0,10
Rapunzel,Arcadia Brewing Company,Pale Wheat Ale - American,Pale Wheat Ale - American,5.8,65,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,3.5,2015-10-09 22:05:40,United States,Kalamazoo,MI,0,10
Pilsner Urquell,Plzeňský Prazdroj,Pilsner - Czech,Pilsner,4.4,40,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,2.75,2015-10-09 22:06:50,Czech Republic,Plzeň,Plzeň,0,10
Weihenstephaner Original,Bayerische Staatsbrauerei Weihenstephan,Lager - Helles,Lager - Helles,5.1,21,,,,,,,4.0,2015-10-09 22:11:22,Germany,85354 Freising,BY,0,10
White Rajah,The Brew Kettle,IPA - American,American IPA,6.8,70,DAAP School of Planning,Cincinnati,OH,United States,39.1345,-84.51899999999999,,2015-10-09 22:15:20,United States,Strongsville,OH,0,10
Edmund Fitzgerald,Great Lakes Brewing Company,Porter - American,Porter,5.8,37,DAAP School of Planning,Cincinnati,OH,United States,39.1345,-84.51899999999999,3.0,2015-10-09 22:15:50,United States,Cleveland,OH,0,10
"The Kimmie, The Yink and The Holy Gose Ale",Anderson Valley Brewing Company,Sour - Gose,Sour,4.2,8,DAAP School of Planning,Cincinnati,OH,United States,39.1345,-84.51899999999999,,2015-10-09 22:16:47,United States,Boonville,CA,0,10
Leffe Blonde / Blond,Abbaye de Leffe,Blonde Ale - Belgian Blonde / Golden,Blonde Ale,6.6,20,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,3.5,2015-10-09 22:17:36,Belgium,Dinant,Namur,0,10
Best Brown Ale,Bell's Brewery,Brown Ale - American,Brown Ale,5.8,0,DAAP School of Planning,Cincinnati,OH,United States,39.1345,-84.51899999999999,3.75,2015-10-09 22:19:20,United States,Comstock,MI,0,10
Stone RuinTen Triple IPA,Stone Brewing,IPA - Triple,Imperial IPA,10.8,110,DAAP School of Planning,Cincinnati,OH,United States,39.1345,-84.51899999999999,3.0,2015-10-09 22:20:37,United States,Escondido,CA,0,10
Two Hearted Ale,Bell's Brewery,IPA - American,American IPA,7.0,55,DAAP School of Planning,Cincinnati,OH,United States,39.1345,-84.51899999999999,3.5,2015-10-09 22:21:38,United States,Comstock,MI,0,10
Prodigal,Ei8ht Ball Brewing,Pale Ale - American,Pale Ale,6.5,40,DAAP School of Planning,Cincinnati,OH,United States,39.1345,-84.51899999999999,3.0,2015-10-09 22:22:54,United States,Bellevue,KY,0,10
Natural Light,Anheuser-Busch,Lager - American Light,Lager - American Light,4.2,0,,,,,,,0.25,2015-10-10 01:45:08,United States,St. Louis,MO,0,10
Sparky,Braxton Brewing Company,Pale Wheat Ale - American,Pale Wheat Ale - American,5.5,40,Keystone Bar & Grill - Clifton,Cincinnati,OH,United States,39.1284,-84.51700000000001,3.25,2015-10-13 16:25:45,United States,Covington,KY,1,10
Milds Davis,Blank Slate Brewing Co.,English Mild Ale,English Mild Ale,4.2,17,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.0,2015-10-13 16:48:34,United States,Cincinnati,OH,1,10
Tecate,Cervecería Cuauhtémoc Moctezuma S.A. de C.V.,Lager - North American Adjunct,Lager - North American Adjunct,4.5,14,Big Star,Chicago,IL,United States,41.9092,-87.6773,2.75,2015-10-16 17:28:11,Mexico,Monterrey,Nuevo León,1,10
Pumking,Southern Tier Brewing Company,Pumpkin / Yam Beer - Imperial,Pumpkin / Yam Beer - Imperial,8.6,30,Bangers & Lace,Chicago,IL,United States,41.9034,-87.6703,3.25,2015-10-16 17:37:20,United States,Lakewood,NY,1,10
311 Amber Ale,Nebraska Brewing Company,Red Ale - American Amber / Red,Red Ale,5.5,31,Bangers & Lace,Chicago,IL,United States,41.9034,-87.6703,3.5,2015-10-16 17:39:36,United States,Papillion,NE,1,10
Bottled Blonde,Upland Brewing Company,Blonde Ale,Blonde Ale,4.9,22,Upland Brewing Company Brewpub,Bloomington,IN,United States,39.1734,-86.5376,4.0,2015-10-17 11:51:10,United States,Bloomington,IN,1,10
Upland Wheat Ale,Upland Brewing Company,Witbier,Witbier,4.7,15,Upland Brewing Company Brewpub,Bloomington,IN,United States,39.1734,-86.5376,3.25,2015-10-17 11:59:28,United States,Bloomington,IN,1,10
Helios Pale Ale,Upland Brewing Company,Pale Ale - American,Pale Ale,4.9,44,Upland Brewing Company Brewpub,Bloomington,IN,United States,39.1734,-86.5376,3.75,2015-10-17 12:00:49,United States,Bloomington,IN,1,10
Dragonfly IPA,Upland Brewing Company,IPA - American,American IPA,6.7,65,Upland Brewing Company Brewpub,Bloomington,IN,United States,39.1734,-86.5376,3.0,2015-10-17 12:06:30,United States,Bloomington,IN,1,10
Bad Elmer's Porter,Upland Brewing Company,Porter - American,Porter,5.0,20,Upland Brewing Company Brewpub,Bloomington,IN,United States,39.1734,-86.5376,2.5,2015-10-17 12:25:51,United States,Bloomington,IN,1,10
Rainbow Road,Fifty West Brewing Company,IPA - Session / India Session Ale,American IPA,3.8,42,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.25,2015-10-20 15:49:59,United States,Cincinnati,OH,2,10
Maize,Urban Artifact,Lager - Amber,Lager - Amber,5.3,25,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.25,2015-10-20 16:11:18,United States,Cincinnati,OH,2,10
50 Dalmatians,Old Firehouse Brewery,Pale Ale - American,Pale Ale,5.7,35,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.75,2015-10-20 16:11:24,United States,Williamsburg,OH,2,10
MosaWit,Blank Slate Brewing Co.,Witbier,Witbier,5.3,35,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.75,2015-10-20 16:12:58,United States,Cincinnati,OH,2,10
Junior,Ei8ht Ball Brewing,IPA - Session / India Session Ale,American IPA,5.2,40,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.5,2015-10-20 16:57:52,United States,Bellevue,KY,2,10
Golden Monkey,Victory Brewing Company,Belgian Tripel,Belgian Tripel,9.5,25,Taste Of Belgium - Short Vine,Cincinnati,OH,United States,39.1323,-84.5094,3.25,2015-10-24 13:15:07,United States,Downingtown,PA,2,10
The Lesser Path,Blank Slate Brewing Co.,IPA - White,American IPA,6.5,70,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.5,2015-10-27 15:19:38,United States,Cincinnati,OH,3,10
Home Sweet Home,Fifty West Brewing Company,Spiced / Herbed Beer,Spiced / Herbed Beer,6.5,30,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.0,2015-10-27 15:44:03,United States,Cincinnati,OH,3,10
ShRed,Fifty West Brewing Company,IPA - American,American IPA,7.1,74,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.0,2015-10-27 16:39:17,United States,Cincinnati,OH,3,10
Pabst Blue Ribbon,Pabst Brewing Company,Lager - North American Adjunct,Lager - North American Adjunct,4.6,10,,,,,,,0.75,2015-10-30 23:21:02,United States,Woodridge,IL,3,10
Bud Light Platinum,Anheuser-Busch,Lager - American Light,Lager - American Light,6.0,12,,,,,,,1.5,2015-10-30 23:23:59,United States,St. Louis,MO,3,10
Amber Ale,Mt. Carmel Brewing Company,Red Ale - American Amber / Red,Red Ale,6.0,0,Taste Of Belgium - Short Vine,Cincinnati,OH,United States,39.1323,-84.5094,2.5,2015-10-31 21:09:40,United States,Cincinnati,OH,3,10
Blonde Ale,Mt. Carmel Brewing Company,Blonde Ale,Blonde Ale,5.5,0,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,2.75,2015-11-03 15:11:47,United States,Cincinnati,OH,4,11
Spoatieoatiedopaliscious,Fifty West Brewing Company,Pale Ale - American,Pale Ale,6.0,37,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.5,2015-11-03 15:12:33,United States,Cincinnati,OH,4,11
Imperial IPA With Mango,Mt. Carmel Brewing Company,IPA - Imperial / Double,Imperial IPA,9.0,0,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.75,2015-11-03 15:13:49,United States,Cincinnati,OH,4,11
Speed Bump,Fifty West Brewing Company,Kölsch,Kölsch,5.25,25,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.25,2015-11-03 16:12:26,United States,Cincinnati,OH,4,11
Alternate Route,Fifty West Brewing Company,Altbier,Altbier,5.6,35,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.25,2015-11-03 16:19:21,United States,Cincinnati,OH,4,11
Red Drink,Ei8ht Ball Brewing,Red Ale - Imperial / Double,Red Ale,8.0,0,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.0,2015-11-10 16:14:58,United States,Bellevue,KY,5,11
Thundersnow,MadTree Brewing Company,Scottish Ale,Scottish Ale,8.5,18,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.75,2015-11-10 16:16:51,United States,Cincinnati,OH,5,11
Dewhop,MadTree Brewing Company,Pale Ale - American,Pale Ale,5.4,30,MadTree Brewing,Cincinnati,OH,United States,39.1564,-84.42399999999999,2.75,2015-11-10 20:08:12,United States,Cincinnati,OH,5,11
Lemon Basil Blonde,MadTree Brewing Company,Blonde Ale,Blonde Ale,4.6,30,MadTree Brewing,Cincinnati,OH,United States,39.1564,-84.42399999999999,2.5,2015-11-10 20:08:46,United States,Cincinnati,OH,5,11
El Notario,MadTree Brewing Company,Pale Ale - American,Pale Ale,4.6,30,MadTree Brewing,Cincinnati,OH,United States,39.1564,-84.42399999999999,3.0,2015-11-10 20:10:27,United States,Cincinnati,OH,5,11
EspressoSelf,MadTree Brewing Company,Brown Ale - American,Brown Ale,4.9,17,MadTree Brewing,Cincinnati,OH,United States,39.1564,-84.42399999999999,2.25,2015-11-10 20:28:56,United States,Cincinnati,OH,5,11
Gnarly Brown,MadTree Brewing Company,Brown Ale - American,Brown Ale,7.0,32,MadTree Brewing,Cincinnati,OH,United States,39.1564,-84.42399999999999,2.25,2015-11-10 20:56:29,United States,Cincinnati,OH,5,11
Identity Crisis,MadTree Brewing Company,IPA - Black / Cascadian Dark Ale,American Black Ale,6.9,61,MadTree Brewing,Cincinnati,OH,United States,39.1564,-84.42399999999999,,2015-11-12 08:38:43,United States,Cincinnati,OH,5,11
T-Bird Hop Harvest Ale,Christian Moerlein Brewing,Pale Ale - American,Pale Ale,6.8,60,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.75,2015-11-17 16:59:30,United States,Cincinnati,OH,6,11
Whitsun Ale,Arcadia Brewing Company,Pale Wheat Ale - American,Pale Wheat Ale - American,6.0,17,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,3.25,2015-11-17 17:00:39,United States,Kalamazoo,MI,6,11
Cheap Date,Arcadia Brewing Company,IPA - Session / India Session Ale,American IPA,4.5,30,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,,2015-11-17 17:04:06,United States,Kalamazoo,MI,6,11
Windisch-Muhlhauser Dark Lager,Christian Moerlein Brewing,Lager - Euro Dark,Lager - Euro Dark,5.0,0,Christian Moerlein Malt House Taproom,Cincinnati,OH,United States,39.1138,-84.5149,2.75,2015-11-18 22:26:57,United States,Cincinnati,OH,6,11
M Crown,Christian Moerlein Brewing,Pale Ale - American,Pale Ale,6.5,45,Christian Moerlein Brewery Co,Cincinnati,OH,United States,39.1139,-84.5151,2.75,2015-11-18 22:29:39,United States,Cincinnati,OH,6,11
Thunder Trail,Arcadia Brewing Company,Extra Special / Strong Bitter,Extra Special / Strong Bitter,6.0,29,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,2.25,2015-11-24 14:19:12,United States,Kalamazoo,MI,7,11
Experimental DIPA #001,Rhinegeist Brewery,IPA - Imperial / Double,Imperial IPA,8.3,88,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.75,2015-11-24 16:21:20,United States,Cincinnati,OH,7,11
Vacation Kölsch®,Daredevil Brewing Co,Kölsch,Kölsch,5.0,20,Daredevil Brewing Co.,Speedway,IN,United States,39.7827,-86.2407,3.25,2015-11-27 15:24:38,United States,Speedway,IN,7,11
Rip Cord Double IPA®,Daredevil Brewing Co,IPA - Imperial / Double,Imperial IPA,9.0,90,Daredevil Brewing Co.,Speedway,IN,United States,39.7827,-86.2407,3.0,2015-11-27 15:25:32,United States,Speedway,IN,7,11
Carnival Saison™,Daredevil Brewing Co,Saison / Farmhouse Ale,Saison / Farmhouse Ale,8.5,35,Daredevil Brewing Co.,Speedway,IN,United States,39.7827,-86.2407,2.5,2015-11-27 15:26:45,United States,Speedway,IN,7,11
Lift Off IPA®,Daredevil Brewing Co,IPA - American,American IPA,7.2,72,Daredevil Brewing Co.,Speedway,IN,United States,39.7827,-86.2407,3.5,2015-11-27 15:28:14,United States,Speedway,IN,7,11
Slip Stream Pale Ale®,Daredevil Brewing Co,Pale Ale - American,Pale Ale,5.5,55,Daredevil Brewing Co.,Speedway,IN,United States,39.7827,-86.2407,3.0,2015-11-27 15:29:53,United States,Speedway,IN,7,11
Pils,Daredevil Brewing Co,Pilsner - German,Pilsner,5.0,45,Daredevil Brewing Co.,Speedway,IN,United States,39.7827,-86.2407,3.0,2015-11-27 15:30:33,United States,Speedway,IN,7,11
Muse Belgian Golden Ale™,Daredevil Brewing Co,Belgian Strong Golden Ale,Belgian Strong Golden Ale,8.5,32,Daredevil Brewing Co.,Speedway,IN,United States,39.7827,-86.2407,2.75,2015-11-27 15:31:51,United States,Speedway,IN,7,11
Oktoberfest,Daredevil Brewing Co,Festbier,Festbier,5.6,28,Daredevil Brewing Co.,Speedway,IN,United States,39.7827,-86.2407,3.0,2015-11-27 15:33:07,United States,Speedway,IN,7,11
Brickyard,The Tap Brewery,Lager - Vienna,Lager - Vienna,4.8,20,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,3.0,2015-11-27 23:27:50,United States,Bloomington,IN,7,11
Local Lager,The Tap Brewery,Lager - American Light,Lager - American Light,3.9,11,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,1.5,2015-11-27 23:29:16,United States,Bloomington,IN,7,11
Too Easy,The Tap Brewery,IPA - Session / India Session Ale,American IPA,3.2,65,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,4.25,2015-11-27 23:31:06,United States,Bloomington,IN,7,11
Clown Mouth,The Tap Brewery,IPA - American,American IPA,6.4,66,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,3.0,2015-11-27 23:34:08,United States,Bloomington,IN,7,11
Bionic Dragon,The Tap Brewery,IPA - American,American IPA,6.8,80,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,3.25,2015-11-27 23:38:32,United States,Bloomington,IN,7,11
Red Rye IPA,The Tap Brewery,IPA - American,American IPA,6.2,80,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,2.5,2015-11-27 23:39:26,United States,Bloomington,IN,7,11
Yellow Dwarf Wheat,Quaff ON! Brewing Company,Pale Wheat Ale - American,Pale Wheat Ale - American,4.5,15,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,3.5,2015-11-28 00:15:56,United States,Nashville,IN,7,11
Chinookalicious IPA,The Bier Brewery,IPA - American,American IPA,7.3,75,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,2.0,2015-11-28 00:24:43,United States,Indianapolis,IN,7,11
Coastbuster,Upland Brewing Company,IPA - Imperial / Double,Imperial IPA,8.5,65,HopCat - Broad Ripple,Indianapolis,IN,United States,39.8695,-86.1462,3.0,2015-11-29 08:48:18,United States,Bloomington,IN,7,11
PDG Pale,The Bier Brewery,Pale Ale - American,Pale Ale,6.0,44,HopCat - Broad Ripple,Indianapolis,IN,United States,39.8695,-86.1462,3.25,2015-11-29 08:48:49,United States,Indianapolis,IN,7,11
Green Bullet,Green Flash Brewing Company,IPA - Triple,Imperial IPA,10.1,100,HopCat - Broad Ripple,Indianapolis,IN,United States,39.8695,-86.1462,3.0,2015-11-29 08:49:12,United States,San Diego,CA,7,11
Rail Splitter IPA,Triton Brewing,IPA - American,American IPA,7.0,70,HopCat - Broad Ripple,Indianapolis,IN,United States,39.8695,-86.1462,2.5,2015-11-29 08:50:06,United States,Indianapolis,IN,7,11
Superfly IPA,Oaken Barrel Brewing Company,IPA - American,American IPA,7.5,0,HopCat - Broad Ripple,Indianapolis,IN,United States,39.8695,-86.1462,3.0,2015-11-29 08:51:09,United States,Greenwood,IN,7,11
Hare Trigger IPA,Quaff ON! Brewing Company,IPA - American,American IPA,6.5,75,HopCat - Broad Ripple,Indianapolis,IN,United States,39.8695,-86.1462,3.25,2015-11-29 08:52:15,United States,Nashville,IN,7,11
Fürst Blood Orange Wheat,Noble Order,Hefeweizen,Hefeweizen,5.6,0,HopCat - Broad Ripple,Indianapolis,IN,United States,39.8695,-86.1462,3.0,2015-11-29 09:00:27,United States,Richmond,IN,7,11
Tripel de Ripple,Brugge Brasserie,Belgian Tripel,Belgian Tripel,9.8,27,HopCat - Broad Ripple,Indianapolis,IN,United States,39.8695,-86.1462,2.75,2015-11-29 09:03:10,United States,Indianapolis,IN,7,11
Elusive Double IPA,Listermann Brewing Company,IPA - Imperial / Double,Imperial IPA,8.3,80,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.75,2015-12-01 16:40:41,United States,Cincinnati,OH,8,12
Bonbonerie Opera Cream Stout,Blank Slate Brewing Co.,Stout - Other,Stout,5.7,30,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.75,2015-12-01 17:03:54,United States,Cincinnati,OH,8,12
Seersucker Summer Pils,Abita Brewing Company,Pilsner - Other,Pilsner,4.8,35,,,,,,,2.75,2015-12-04 22:47:32,United States,Abita Springs,LA,8,12
Stiff-Arm IPA,Land-Grant Brewing Company,IPA - American,American IPA,6.4,50,,,,,,,3.75,2015-12-04 23:23:54,United States,Columbus,OH,8,12
Franz,Rhinegeist Brewery,Märzen,Märzen,5.4,20,,,,,,,3.25,2015-12-04 23:24:41,United States,Cincinnati,OH,8,12
1810 Oktoberfest,Elevator Brewing Company,Märzen,Märzen,5.9,0,,,,,,,2.0,2015-12-04 23:58:01,United States,Columbus,OH,8,12
Stone Ruination Double IPA 2.0,Stone Brewing,IPA - Imperial / Double,Imperial IPA,8.5,100,,,,,,,2.0,2015-12-05 00:41:23,United States,Escondido,CA,8,12
Greenskeeper Session IPA,Land-Grant Brewing Company,IPA - Session / India Session Ale,American IPA,4.7,44,,,,,,,2.75,2015-12-05 00:42:41,United States,Columbus,OH,8,12
PsycHOPathy,MadTree Brewing Company,IPA - American,American IPA,6.9,60,,,,,,,2.75,2015-12-05 00:44:04,United States,Cincinnati,OH,8,12
Dad,Rhinegeist Brewery,Red Ale - American Amber / Red,Red Ale,6.0,45,,,,,,,2.75,2015-12-05 00:44:24,United States,Cincinnati,OH,8,12
Ryesing Up,Blank Slate Brewing Co.,Saison / Farmhouse Ale,Saison / Farmhouse Ale,8.0,27,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.75,2015-12-07 17:10:03,United States,Cincinnati,OH,9,12
Lil' SIPA,Rivertown Brewery & Barrel House (Ohio),IPA - Session / India Session Ale,American IPA,4.5,55,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.75,2015-12-07 17:11:12,United States,Monroe,OH,9,12
Bremen St. Hefeweizen,Taft's Brewing Company,Hefeweizen,Hefeweizen,5.8,15,Tafts Ale House,Cincinnati,OH,United States,39.1114,-84.5175,3.25,2015-12-10 23:25:09,United States,Cincinnati,OH,9,12
Cincinnati Cobra,Taft's Brewing Company,Pale Ale - American,Pale Ale,5.0,36,Tafts Ale House,Cincinnati,OH,United States,39.1114,-84.5175,3.75,2015-12-12 23:31:49,United States,Cincinnati,OH,9,12
Lift,MadTree Brewing Company,Kölsch,Kölsch,4.7,11,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,3.5,2015-12-17 23:59:47,United States,Cincinnati,OH,10,12
Castaway IPA,Kona Brewing Company,IPA - American,American IPA,6.0,50,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,2.75,2015-12-18 00:01:01,United States,Kailua Kona,HI,10,12
Session IPA,Tap Room No. 21 Brewing,IPA - Session / India Session Ale,American IPA,6.3,0,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,2.75,2015-12-18 00:01:48,United States,Novato,CA,10,12
Gavel Banger,Taft's Brewing Company,IPA - American,American IPA,7.0,65,Tafts Ale House,Cincinnati,OH,United States,39.1114,-84.5175,4.0,2015-12-18 23:50:01,United States,Cincinnati,OH,10,12
Cougar Bait Blonde,Country Boy Brewing,Blonde Ale,Blonde Ale,5.0,0,Barleycorn's - Lakeside Park,Lakeside Park,KY,United States,39.033,-84.5682,2.75,2015-12-20 23:46:23,United States,Lexington,KY,10,12
West Sixth IPA,West Sixth Brewing,IPA - American,American IPA,7.0,80,Barleycorn's - Lakeside Park,Lakeside Park,KY,United States,39.033,-84.5682,3.25,2015-12-20 23:47:56,United States,Lexington,KY,10,12
Smithwick's,Guinness,Red Ale - Irish,Red Ale,4.5,0,,,,,,,2.75,2015-12-22 16:44:28,Ireland,St. James's Gate,Dublin,11,12
Snowdrift Vanilla Porter,Jacob Leinenkugel Brewing Company,Porter - American,Porter,6.0,16,,,,,,,2.5,2015-12-23 15:40:12,United States,Chippewa Falls,WI,11,12
Alpha Klaus,3 Floyds Brewing Company,Porter - American,Porter,6.0,39,,,,,,,3.0,2015-12-24 21:14:32,United States,Munster,IN,11,12
Auburn Lager,Mad Anthony Brewing Company,Lager - American Amber / Red,Lager - American Amber / Red,4.6,21,,,,,,,3.0,2015-12-26 16:37:03,United States,Fort Wayne,IN,11,12
Fire Rock,Kona Brewing Company,Pale Ale - American,Pale Ale,5.8,35,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,2.75,2015-12-27 00:58:16,United States,Kailua Kona,HI,11,12
Longboard Island Lager,Kona Brewing Company,Lager - Pale,Lager - Pale,4.6,20,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,3.0,2015-12-27 00:59:31,United States,Kailua Kona,HI,11,12
Big Wave Golden Ale,Kona Brewing Company,Golden Ale,Golden Ale,4.4,20,Views on Vine,Clifton,OH,United States,39.1325,-84.5096,2.75,2015-12-27 00:59:42,United States,Kailua Kona,HI,11,12
Squinty Eye,Tap & Screw Brewery,IPA - Red,American IPA,7.8,66,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.0,2016-01-21 16:50:45,United States,Cincinnati,OH,14,13
Planetary Eclipse,Listermann Brewing Company,IPA - Black / Cascadian Dark Ale,American Black Ale,6.0,70,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.5,2016-01-21 16:51:35,United States,Cincinnati,OH,14,13
Storm,Braxton Brewing Company,Cream Ale,Cream Ale,4.8,17,Braxton Brewing Company,Covington,KY,United States,39.0831,-84.51100000000001,3.25,2016-01-31 12:51:12,United States,Covington,KY,15,13
