beer_name,brewery_name,beer_type,simple_style,beer_abv,beer_ibu,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,brewery_country,brewery_city,brewery_state,week,month
Crowbar,Braxton Brewing Company,IPA - Black / Cascadian Dark Ale,American Black Ale,5.9,132,Braxton Brewing Company,Covington,KY,United States,39.0831,-84.51100000000001,3.25,2016-01-31 13:03:50,United States,Covington,KY,15,13
Crank Shaft,Braxton Brewing Company,IPA - American,American IPA,6.0,75,Braxton Brewing Company,Covington,KY,United States,39.0831,-84.51100000000001,3.5,2016-01-31 13:58:55,United States,Covington,KY,15,13
SNAPSHOT SERIES: Imperial IPA,Mt. Carmel Brewing Company,IPA - Imperial / Double,Imperial IPA,8.7,0,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.0,2016-02-11 16:02:15,United States,Cincinnati,OH,17,14
Jungle Honey,Listermann Brewing Company,IPA - American,American IPA,5.5,40,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.75,2016-02-11 16:02:29,United States,Cincinnati,OH,17,14
Nefarious Nectar,The Tap Brewery,Blonde Ale - Belgian Blonde / Golden,Blonde Ale,9.2,29,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,3.5,2016-02-26 23:12:39,United States,Bloomington,IN,19,14
Electric Stinger,The Tap Brewery,Belgian Tripel,Belgian Tripel,9.0,25,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,1.75,2016-02-26 23:13:13,United States,Bloomington,IN,19,14
Pipes And Plaid,The Tap Brewery,Scotch Ale / Wee Heavy,Scotch Ale / Wee Heavy,7.2,30,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,2.75,2016-02-26 23:14:28,United States,Bloomington,IN,19,14
221 B Baker Street,The Tap Brewery,English Mild Ale,English Mild Ale,3.8,12,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,2.0,2016-02-26 23:30:34,United States,Bloomington,IN,19,14
Taptoberfest,The Tap Brewery,Märzen,Märzen,6.5,19,The Tap,Indianapolis,IN,United States,39.7712,-86.1547,3.0,2016-02-26 23:39:57,United States,Bloomington,IN,19,14
Indians Lager,Sun King Brewing Company,Lager - Vienna,Lager - Vienna,5.5,24,Sun King Fishers Tap Room and Small Batch Brewery,Fishers,IN,United States,39.928000000000004,-86.0242,3.5,2016-03-19 21:06:50,United States,Indianapolis,IN,22,15
Easy Chair Amber Ale,Upland Brewing Company,Red Ale - American Amber / Red,Red Ale,5.25,22,,,,,,,3.0,2016-03-19 21:07:00,United States,Bloomington,IN,22,15
Ring of Dingle,Sun King Brewing Company,Stout - Irish Dry,Stout,4.6,34,Sun King Brewery,Indianapolis,IN,United States,39.7691,-86.1451,2.0,2016-03-19 21:09:47,United States,Indianapolis,IN,22,15
Java Mac,Sun King Brewing Company,Scottish Export Ale,Scottish Export Ale,5.3,23,Sun King Brewery,Indianapolis,IN,United States,39.7691,-86.1451,2.75,2016-03-19 21:10:01,United States,Indianapolis,IN,22,15
Big Iron,Sun King Brewing Company,Barleywine - English,Barleywine - English,8.3,51,Sun King Brewery,Indianapolis,IN,United States,39.7691,-86.1451,3.0,2016-03-19 21:10:41,United States,Indianapolis,IN,22,15
Alrye'd Alrye'd Alrye'd,Sun King Brewing Company,Rye IPA,American IPA,6.1,64,Sun King Brewery,Indianapolis,IN,United States,39.7691,-86.1451,3.0,2016-03-19 21:10:55,United States,Indianapolis,IN,22,15
Campside Session IPA,Upland Brewing Company,IPA - Session / India Session Ale,American IPA,4.5,50,City of Bloomington,,IN,United States,39.1647,-86.535,3.5,2016-03-20 18:28:09,United States,Bloomington,IN,22,15
RoHoFlo,MadTree Brewing Company,Cream Ale,Cream Ale,4.6,6,MadTree Brewing,Cincinnati,OH,United States,39.1564,-84.42399999999999,1.75,2016-04-30 14:31:52,United States,Cincinnati,OH,28,16
PSA (Proper Session Ale),MadTree Brewing Company,Pale Ale - American,Pale Ale,4.5,30,MadTree Brewing,Cincinnati,OH,United States,39.1564,-84.42399999999999,3.5,2016-04-30 14:33:51,United States,Cincinnati,OH,28,16
Red Chair NWPA,Deschutes Brewery,Pale Ale - American,Pale Ale,6.2,60,,,,,,,3.25,2016-04-30 14:36:34,United States,Bend,OR,28,16
Radicle Azacca,MadTree Brewing Company,Pale Ale - American,Pale Ale,5.5,22,MadTree Brewing,Cincinnati,OH,United States,39.1564,-84.42399999999999,3.5,2016-04-30 14:39:12,United States,Cincinnati,OH,28,16
Treesearch #3984 Experimental IPA,MadTree Brewing Company,IPA - American,American IPA,6.6,30,MadTree Brewing,Cincinnati,OH,United States,39.1564,-84.42399999999999,2.25,2016-04-30 14:43:09,United States,Cincinnati,OH,28,16
Orange Avenue Wit,Coronado Brewing Company,Witbier,Witbier,5.2,15,The Local Pacific Beach,San Diego,CA,United States,32.7937,-117.25399999999999,3.0,2016-05-09 21:37:39,United States,San Diego,CA,30,17
San Diego Pale Ale .394,AleSmith Brewing Company,Pale Ale - American,Pale Ale,6.0,26,The Local Pacific Beach,San Diego,CA,United States,32.7937,-117.25399999999999,4.0,2016-05-09 21:38:42,United States,San Diego,CA,30,17
Orange Wheat,Hangar 24 Craft Brewing,Pale Wheat Ale - American,Pale Wheat Ale - American,4.6,17,The Local Pacific Beach,San Diego,CA,United States,32.7937,-117.25399999999999,3.0,2016-05-09 22:03:36,United States,Redlands,CA,30,17
Pineapple Sculpin,Ballast Point Brewing Company,IPA - American,American IPA,7.0,70,Ballast Point Tasting Room & Kitchen - Little Italy,San Diego,CA,United States,32.7276,-117.17,3.5,2016-05-11 14:05:04,United States,San Diego,CA,30,17
Grunion Pale Ale,Ballast Point Brewing Company,Pale Ale - American,Pale Ale,5.5,50,Ballast Point Tasting Room & Kitchen - Little Italy,San Diego,CA,United States,32.7276,-117.17,3.25,2016-05-11 14:09:49,United States,San Diego,CA,30,17
Mango Even Keel,Ballast Point Brewing Company,IPA - Session / India Session Ale,American IPA,3.8,40,Ballast Point Tasting Room & Kitchen - Little Italy,San Diego,CA,United States,32.7276,-117.17,3.25,2016-05-11 14:13:38,United States,San Diego,CA,30,17
Thai Chili Wahoo,Ballast Point Brewing Company,Spiced / Herbed Beer,Spiced / Herbed Beer,4.2,12,,,,,,,1.25,2016-05-11 14:19:16,United States,San Diego,CA,30,17
Calm Before the Storm Raspberry,Ballast Point Brewing Company,Cream Ale,Cream Ale,5.5,0,Ballast Point Tasting Room & Kitchen - Little Italy,San Diego,CA,United States,32.7276,-117.17,2.75,2016-05-11 14:19:28,United States,San Diego,CA,30,17
Watermelon Dorado,Ballast Point Brewing Company,IPA - Imperial / Double,Imperial IPA,10.0,90,Ballast Point Tasting Room & Kitchen - Little Italy,San Diego,CA,United States,32.7276,-117.17,3.5,2016-05-11 14:22:43,United States,San Diego,CA,30,17
All Day IPA,Founders Brewing Co.,IPA - Session / India Session Ale,American IPA,4.7,42,,,,,,,3.5,2016-05-29 13:37:02,United States,Grand Rapids,MI,32,17
Tropical Pale Ale,Boulevard Brewing Co.,Pale Ale - American,Pale Ale,5.9,45,,,,,,,3.75,2016-05-29 13:37:20,United States,Kansas City,MO,32,17
Hacker-Pschorr Münchener (Munich) Gold,Hacker-Pschorr,Lager - Dortmunder / Export,Lager - Dortmunder / Export,5.5,0,,,,,,,3.0,2016-05-29 13:38:12,Germany,81249 München,BY,32,17
Coors Light,Coors Brewing Company,Lager - American Light,Lager - American Light,4.2,10,Indianapolis Motor Speedway,Speedway,IN,United States,39.7898,-86.234,1.0,2016-05-29 13:39:59,United States,Golden,CO,32,17
Miller Lite,Miller Brewing Company,Pilsner - Other,Pilsner,4.17,10,Indianapolis Motor Speedway,Speedway,IN,United States,39.7898,-86.234,0.5,2016-05-29 13:40:05,United States,Milwaukee,WI,32,17
Bud Light,Anheuser-Busch,Lager - American Light,Lager - American Light,4.2,27,Indianapolis Motor Speedway,Speedway,IN,United States,39.7898,-86.234,0.5,2016-05-29 13:40:41,United States,St. Louis,MO,32,17
Georgia Brown,SweetWater Brewing Company ,Brown Ale - American,Brown Ale,5.8,30,,,,,,,2.5,2016-06-02 23:11:09,United States,Atlanta,GA,33,18
Elderflower,Angry Orchard Cider Company,Cider,Cider,5.0,10,,,,,,,2.75,2016-06-05 21:00:35,United States,Cincinnati,OH,33,18
Summer Honey,Angry Orchard Cider Company,Cider,Cider,5.0,10,,,,,,,3.25,2016-06-05 21:00:59,United States,Cincinnati,OH,33,18
Small Batch Hefeweizen One,Sun King Brewing Company,Hefeweizen,Hefeweizen,5.33,15,Sun King Brewery,Indianapolis,IN,United States,39.7691,-86.1451,3.0,2016-06-09 14:50:22,United States,Indianapolis,IN,34,18
Long Delay IPA,Fifty West Brewing Company,IPA - American,American IPA,6.0,65,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.5,2016-06-11 17:15:24,United States,Cincinnati,OH,34,18
What She's Having,Wicked Weed Brewing,Rye Beer,Rye Beer,6.3,0,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.75,2016-06-11 17:48:08,United States,Asheville,NC,34,18
Hop'n Mad Apple,Angry Orchard Cider Company,Cider,Cider,5.0,10,,,,,,,2.5,2016-06-12 21:18:05,United States,Cincinnati,OH,34,18
420 Extra Pale Ale,SweetWater Brewing Company ,Pale Ale - American,Pale Ale,5.7,41,,,,,,,3.0,2016-06-13 14:12:00,United States,Atlanta,GA,35,18
Twisted Bit,Braxton Brewing Company,Lager - Dortmunder / Export,Lager - Dortmunder / Export,5.8,30,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.25,2016-06-13 15:50:16,United States,Covington,KY,35,18
Haven,Braxton Brewing Company,Hefeweizen,Hefeweizen,5.2,10,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,2.75,2016-06-13 16:09:34,United States,Covington,KY,35,18
Citra High,MadTree Brewing Company,IPA - Imperial / Double,Imperial IPA,9.5,120,The Brass Tap,Cincinnati,OH,United States,39.1284,-84.5173,3.5,2016-06-13 16:09:53,United States,Cincinnati,OH,35,18
Hop Hash,SweetWater Brewing Company ,IPA - Imperial / Double,Imperial IPA,7.8,100,,,,,,,3.0,2016-06-14 21:48:28,United States,Atlanta,GA,35,18
Sol Drifter,MadTree Brewing Company,Blonde Ale,Blonde Ale,4.3,13,,,,,,,3.5,2016-06-18 18:10:31,United States,Cincinnati,OH,35,18
Whiplash White IPA,SweetWater Brewing Company ,IPA - White,American IPA,6.2,55,,,,,,,3.25,2016-06-19 22:24:11,United States,Atlanta,GA,35,18
My Hammy Weiss,Against the Grain Brewery & Smokehouse,Smoked Beer,Smoked Beer,4.8,12,Against The Grain Brewery & Smokehouse,Louisville,KY,United States,38.2556,-85.744,3.0,2016-06-25 14:19:10,United States,Louisville,KY,36,18
A Beer,Against the Grain Brewery & Smokehouse,Pale Ale - American,Pale Ale,4.5,42,Against The Grain Brewery & Smokehouse,Louisville,KY,United States,38.2556,-85.744,3.75,2016-06-25 14:19:44,United States,Louisville,KY,36,18
Bar Baby Blonde Ale,Great Flood Brewing Company,Blonde Ale,Blonde Ale,4.3,23,,,,,,,3.25,2016-06-25 16:22:42,United States,Louisville,KY,36,18
Summer Ale,Great Flood Brewing Company,Golden Ale,Golden Ale,4.5,0,,,,,,,2.75,2016-06-25 16:29:14,United States,Louisville,KY,36,18
Find-A-Way IPA,Great Flood Brewing Company,IPA - American,American IPA,7.0,95,,,,,,,2.5,2016-06-25 16:33:39,United States,Louisville,KY,36,18
Unified Pale Ale,Great Flood Brewing Company,Pale Ale - American,Pale Ale,5.4,28,Against The Grain Brewery & Smokehouse,Louisville,KY,United States,38.2556,-85.744,2.25,2016-06-25 16:42:14,United States,Louisville,KY,36,18
A Little Crazy,Revolution Brewing Company,Pale Ale - Belgian,Pale Ale,6.8,35,Revolution Brewing Brewpub,Chicago,IL,United States,41.9235,-87.6982,4.0,2016-07-06 15:06:33,United States,Chicago,IL,38,19
Rosa Hibiscus Ale,Revolution Brewing Company,Spiced / Herbed Beer,Spiced / Herbed Beer,5.8,15,Revolution Brewing Brewpub,Chicago,IL,United States,41.9235,-87.6982,2.75,2016-07-06 15:08:32,United States,Chicago,IL,38,19
El Hefe Loco,Revolution Brewing Company,Hefeweizen,Hefeweizen,5.0,18,Revolution Brewing Brewpub,Chicago,IL,United States,41.9235,-87.6982,2.75,2016-07-06 15:09:51,United States,Chicago,IL,38,19
Crystal-Hero,Revolution Brewing Company,IPA - American,American IPA,7.2,75,Revolution Brewing Brewpub,Chicago,IL,United States,41.9235,-87.6982,3.25,2016-07-06 15:11:05,United States,Chicago,IL,38,19
Citra-Hero,Revolution Brewing Company,IPA - American,American IPA,7.5,85,Revolution Brewing Brewpub,Chicago,IL,United States,41.9235,-87.6982,3.5,2016-07-06 15:11:36,United States,Chicago,IL,38,19
Rev Pils,Revolution Brewing Company,Pilsner - German,Pilsner,5.5,45,Revolution Brewing Brewpub,Chicago,IL,United States,41.9235,-87.6982,3.75,2016-07-06 15:14:32,United States,Chicago,IL,38,19
Fist City,Revolution Brewing Company,Pale Ale - American,Pale Ale,5.5,40,Revolution Brewing Brewpub,Chicago,IL,United States,41.9235,-87.6982,2.75,2016-07-06 15:17:51,United States,Chicago,IL,38,19
Illinois Golden Ale,Revolution Brewing Company,Golden Ale,Golden Ale,6.3,0,,,,,,,2.25,2016-07-06 15:18:05,United States,Chicago,IL,38,19
Anti-Hero,Revolution Brewing Company,IPA - American,American IPA,6.7,65,Revolution Brewing Brewpub,Chicago,IL,United States,41.9235,-87.6982,2.5,2016-07-06 15:19:32,United States,Chicago,IL,38,19
Coolcumber,Wicked Weed Brewing,Golden Ale,Golden Ale,5.5,26,Tyler's Restaurant & Taproom,Durham,NC,United States,35.9928,-78.9055,3.75,2016-07-08 16:16:18,United States,Asheville,NC,38,19
Finga Lickn’ Good,Gigantic Brewing Company,Sour - Ale,Sour,7.79,0,Eli's BBQ,Cincinnati,OH,United States,39.1179,-84.4426,2.25,2016-07-23 20:22:01,United States,Portland,OR,40,19
Shade,MadTree Brewing Company,Sour - Gose,Sour,4.6,10,Eli's BBQ,Cincinnati,OH,United States,39.1179,-84.4426,2.75,2016-07-23 20:22:21,United States,Cincinnati,OH,40,19
FC Cincinnati Blood Orange IPA,Christian Moerlein Brewing,IPA - White,American IPA,6.0,47,Eli's BBQ,Cincinnati,OH,United States,39.1179,-84.4426,3.75,2016-07-23 21:34:13,United States,Cincinnati,OH,40,19
WELD Pear Sour Ale,Tin Man Brewing Company,Sour - Ale,Sour,5.2,12,Brixx Wood Fired PIZZA,Fishers,IN,United States,39.9569,-86.0175,3.25,2016-07-30 17:55:40,United States,Evansville,IN,41,19
TaxMango,Taxman Brewing Company,Pale Ale - Belgian,Pale Ale,5.0,22,Brixx Wood Fired PIZZA,Fishers,IN,United States,39.9569,-86.0175,3.25,2016-07-30 17:55:41,United States,Bargersville,IN,41,19
Gumballhead,3 Floyds Brewing Company,Pale Wheat Ale - American,Pale Wheat Ale - American,5.6,35,Brixx Wood Fired PIZZA,Fishers,IN,United States,39.9569,-86.0175,4.0,2016-07-30 17:56:09,United States,Munster,IN,41,19
Trips,Rhinegeist Brewery,Sour - Ale,Sour,7.5,12,,,,,,,3.5,2016-07-30 17:58:45,United States,Cincinnati,OH,41,19
Peach Dodo,Rhinegeist Brewery,Sour - Gose,Sour,4.4,12,,,,,,,3.25,2016-07-30 17:59:40,United States,Cincinnati,OH,41,19
Puma,Rhinegeist Brewery,Pilsner - Other,Pilsner,5.2,40,,,,,,,3.25,2016-07-30 18:00:03,United States,Cincinnati,OH,41,19
Nice Melons,Rivertown Brewery & Barrel House (Ohio),Sour - Berliner Weisse,Sour,4.0,0,,,,,,,3.25,2016-07-30 18:00:23,United States,Monroe,OH,41,19
Mama's Little Yella Pils,Oskar Blues Brewery,Pilsner - Czech,Pilsner,5.3,35,,,,,,,3.5,2016-07-30 18:00:57,United States,Longmont,CO,41,19
Mike Czech,Ei8ht Ball Brewing,Pilsner - Czech,Pilsner,5.7,0,,,,,,,3.0,2016-07-30 18:01:52,United States,Bellevue,KY,41,19
Exemption,Taxman Brewing Company,Belgian Tripel,Belgian Tripel,8.5,30,Brixx Wood Fired PIZZA,Fishers,IN,United States,39.9569,-86.0175,2.75,2016-07-30 18:13:40,United States,Bargersville,IN,41,19
Artisan Tears,Central State Brewery,Sour - Ale,Sour,6.66,50,Brixx Wood Fired PIZZA,Fishers,IN,United States,39.9569,-86.0175,3.25,2016-07-30 18:14:11,United States,Indianapolis,IN,41,19
Wired White IPA,Tin Man Brewing Company,IPA - American,American IPA,6.8,73,Brixx Wood Fired PIZZA,Fishers,IN,United States,39.9569,-86.0175,3.75,2016-07-30 18:17:48,United States,Evansville,IN,41,19
Grapefruit Hibiscus Spin Off,Taxman Brewing Company,Sour - Ale,Sour,6.0,20,Brixx Wood Fired PIZZA,Fishers,IN,United States,39.9569,-86.0175,3.0,2016-07-30 18:19:05,United States,Bargersville,IN,41,19
SynTax Wild APA,Tin Man Brewing Company,Pale Ale - American,Pale Ale,5.5,40,Brixx Wood Fired PIZZA,Fishers,IN,United States,39.9569,-86.0175,2.75,2016-07-30 18:31:41,United States,Evansville,IN,41,19
Sour Pale - Barn Phantom Series,Triton Brewing,Sour - Ale,Sour,6.2,19,Brixx Wood Fired PIZZA,Fishers,IN,United States,39.9569,-86.0175,3.25,2016-07-30 18:45:18,United States,Indianapolis,IN,41,19
The Bennie,Granite City Food & Brewery,Bock,Bock,5.2,0,Downtown Indianapolis,Indianapolis,IN,United States,39.7652,-86.169,2.5,2016-07-31 17:24:38,United States,Minneapolis,MN,41,19
The Duke,Granite City Food & Brewery,Pale Ale - English,Pale Ale,5.4,61,Granite City Food & Brewery,Downtown Indianapolis,IN,United States,39.7666,-86.1598,3.75,2016-07-31 17:34:32,United States,Minneapolis,MN,41,19
Spanish Cedar,Granite City Food & Brewery,IPA - International,American IPA,7.2,0,Granite City Food & Brewery,Downtown Indianapolis,IN,United States,39.7666,-86.1598,2.5,2016-07-31 17:35:58,United States,Minneapolis,MN,41,19
Lake Street Express,18th Street Brewery,IPA - Session / India Session Ale,American IPA,4.7,0,,,,,,,4.0,2016-08-10 15:31:47,United States,Hammond,IN,43,20
Damascene Apricot Sour Ale,Tin Man Brewing Company,Sour - Ale,Sour,5.2,12,Indiana State Fairgrounds,Indianapolis,IN,United States,39.8279,-86.135,3.75,2016-08-10 15:33:49,United States,Evansville,IN,43,20
Summertrip,Braxton Brewing Company,Sour - Berliner Weisse,Sour,4.2,4,Halfcut,Cincinnati,OH,United States,39.1085,-84.5131,4.25,2016-08-13 18:28:05,United States,Covington,KY,43,20
Labor & Thirst,Taft's Brewing Company,Lager - Dortmunder / Export,Lager - Dortmunder / Export,5.5,25,Halfcut,Cincinnati,OH,United States,39.1085,-84.5131,3.5,2016-08-13 18:28:17,United States,Cincinnati,OH,43,20
Chester,Rhinegeist Brewery,Saison / Farmhouse Ale,Saison / Farmhouse Ale,6.5,25,Halfcut,Cincinnati,OH,United States,39.1085,-84.5131,2.75,2016-08-13 19:29:08,United States,Cincinnati,OH,43,20
HopDevil IPA,Victory Brewing Company,IPA - American,American IPA,6.7,50,Halfcut,Cincinnati,OH,United States,39.1085,-84.5131,2.25,2016-08-13 19:30:07,United States,Downingtown,PA,43,20
My Day,Brasserie Grain d'Orge,Spiced / Herbed Beer,Spiced / Herbed Beer,6.5,0,Naturzentrum Haus Ternell,Eupen,Lüttich,Belgien,50.586000000000006,6.1300099999999995,2.5,2016-08-21 19:18:39,Belgium,Hombourg,Liège,44,20
THBEER,Brasserie {C},Pale Ale - Belgian,Pale Ale,6.0,20,The Huggy's Bar,Liège,Liège,Belgique,50.6356,5.56773,2.75,2016-08-22 14:19:51,Belgium,Liège,Liège,45,20
Val-Dieu Blonde,Brasserie de l'Abbaye du Val-Dieu,Blonde Ale - Belgian Blonde / Golden,Blonde Ale,6.0,18,Brasserie Abbaye du Val-Dieu,,,België,50.4924,5.88354,3.0,2016-08-22 14:20:41,Belgium,Aubel,Liège,45,20
Cuvée Spéciale 800 Ans,Brasserie de l'Abbaye du Val-Dieu,Blonde Ale - Belgian Blonde / Golden,Blonde Ale,5.5,18,Brasserie Abbaye du Val-Dieu,,,België,50.4924,5.88354,4.5,2016-08-22 14:22:08,Belgium,Aubel,Liège,45,20
Lupulus Blonde,Brasserie Lupulus,Belgian Tripel,Belgian Tripel,8.5,0,Georges Cafe,Verviers,Liège,Belgique,50.5935,5.85985,4.0,2016-08-22 23:44:09,Belgium,Bovigny,Luxembourg,45,20
Leffe Royale Cascade IPA,Abbaye de Leffe,IPA - Belgian,American IPA,7.5,33,Georges Cafe,Verviers,Liège,Belgique,50.5935,5.85985,3.0,2016-08-22 23:44:23,Belgium,Dinant,Namur,45,20
La Franchefleur de Franchimont,Brasserie Grain d'Orge,Belgian Blond(e),Belgian Blond(e),6.5,0,Georges Cafe,Verviers,Liège,Belgique,50.5935,5.85985,3.5,2016-08-22 23:44:50,Belgium,Hombourg,Liège,45,20
Limited Edition No. 1 (2016),Brasserie St-Feuillien,Saison / Farmhouse Ale,Saison / Farmhouse Ale,6.0,38,Georges Cafe,Verviers,Liège,Belgique,50.5935,5.85985,4.0,2016-08-23 01:38:09,Belgium,Le Roeulx,Hainaut,45,20
IPA Green Killer,Brasserie de Silly,IPA - Belgian,American IPA,6.5,0,Delirium TapHouse,Brussel,Brussels Hoofdstedelijk Gewest,België,50.8485,4.35388,3.5,2016-08-23 15:38:57,Belgium,Silly,Hainaut,45,20
Gaffel Kölsch,Privatbrauerei Gaffel Becker,Kölsch,Kölsch,4.8,0,Altstadt,Köln,Nordrhein-Westfalen,Deutschland,50.9392,6.957039999999999,3.75,2016-08-25 14:36:38,Germany,Köln,Köln,45,20
Ginette Natural Triple,Brasserie La Binchoise,Belgian Tripel,Belgian Tripel,9.0,15,,,,,,,3.25,2016-08-25 17:51:49,Belgium,Binche,Hainaut,45,20
PinPon,Brasserie de la Senne,Pale Ale - Belgian,Pale Ale,5.2,65,Pin Pon,Brussel,Brussels Hoofdstedelijk Gewest,België,50.8368,4.34627,3.25,2016-08-31 16:28:26,Belgium,Ville de Bruxelles,Bruxelles,46,20
Tripel Karmeliet,Brouwerij Bosteels,Belgian Tripel,Belgian Tripel,8.4,16,Café des Halles Saint-Géry,Brussel,Brussels Hoofdstedelijk Gewest,België,50.848,4.3475,3.25,2016-08-31 18:22:48,Belgium,Buggenhout,Oost-Vlaanderen,46,20
Triple,Ferme Brasserie de Bertinchamps,Belgian Tripel,Belgian Tripel,8.0,0,,,,,,,3.75,2016-09-01 18:33:33,Belgium,5030 Gembloux,Namur,46,21
Duvel Tripel Hop #5 - 2015,Duvel Moortgat,Belgian Strong Golden Ale,Belgian Strong Golden Ale,9.5,48,,,,,,,2.75,2016-09-03 21:02:56,Belgium,Puurs,Antwerpen,46,21
Curtius - La Bière Liégeoise,Brasserie {C},Pale Ale - Belgian,Pale Ale,7.0,18,,,,,,,3.0,2016-09-03 22:01:44,Belgium,Liège,Liège,46,21
Pauwel Kwak (2015),Brouwerij Bosteels,Belgian Strong Golden Ale,Belgian Strong Golden Ale,8.4,0,Georges Cafe,Verviers,Liège,Belgique,50.5935,5.85985,2.75,2016-09-03 22:11:53,Belgium,Buggenhout,Oost-Vlaanderen,46,21
Trappistes Rochefort 10,Abbaye Notre-Dame de Saint-Rémy,Belgian Quad,Belgian Quad,11.3,27,,,,,,,2.75,2016-09-03 23:59:17,Belgium,Rochefort,Namur,46,21
Cruzcampo Pilsen,Cruzcampo (Heineken España),Pilsner - Other,Pilsner,4.8,20,,,,,,,3.25,2016-09-14 23:51:17,Spain,41020 Sevilla,Sevilla,48,21
Jamonera,Cervezas La Virgen,Red Ale - American Amber / Red,Red Ale,5.0,20,,,,,,,4.25,2016-10-15 19:42:55,Spain,Las Rozas,Madrid,52,22
Calabaza y Canela (2016),LA SAGRA,Pumpkin / Yam Beer,Pumpkin / Yam Beer,6.1,11,Prosperidad,Madrid,Madrid,España,40.4449,-3.67084,4.25,2016-10-19 19:43:29,Spain,Numancia de la Sagra,Toledo,53,22
Alemana,Carrefour,Lager - Euro Strong,Lager - Euro Strong,5.8,0,,,,,,,0.25,2016-10-22 13:19:39,France,Levallois-Perret,Hauts-de-Seine,53,22
Amstel,Amstel Bier,Lager - Euro,Lager - Euro,5.0,21,Olías del Rey,,,España,39.9444,-3.98299,2.25,2016-10-22 14:49:50,Netherlands,Zoeterwoude,Zuid Holland,53,22
